Ativo;Data;time;open;high;low;close;Volume;Quantidade
WINFUT;22/12/2021;16:20:00;106615;106660;106605;106605;1269994441.77;59551
WINFUT;22/12/2021;16:15:00;106575;106680;106565;106615;3561141127.75;166991
WINFUT;22/12/2021;16:10:00;106545;106585;106530;106580;1077496210.96;50559
WINFUT;22/12/2021;16:05:00;106570;106590;106525;106545;1453086580.51;68182
WINFUT;22/12/2021;16:00:00;106520;106580;106485;106575;2031959077.10;95371
WINFUT;22/12/2021;15:55:00;106545;106575;106515;106520;1515145156.43;71107
WINFUT;22/12/2021;15:50:00;106570;106610;106540;106545;1522782088.58;71440
WINFUT;22/12/2021;15:45:00;106540;106610;106530;106575;1891820755.00;88753
WINFUT;22/12/2021;15:40:00;106550;106560;106470;106540;2553925177.82;119886
WINFUT;22/12/2021;15:35:00;106540;106590;106515;106545;1971573338.19;92516
WINFUT;22/12/2021;15:30:00;106570;106615;106525;106540;1536023804.73;72061
WINFUT;22/12/2021;15:25:00;106565;106600;106535;106575;1540162448.80;72261
WINFUT;22/12/2021;15:20:00;106500;106605;106415;106565;3860318880.15;181208
WINFUT;22/12/2021;15:15:00;106600;106625;106485;106500;2181448044.28;102360
WINFUT;22/12/2021;15:10:00;106545;106620;106495;106605;2126364991.48;99774
WINFUT;22/12/2021;15:05:00;106520;106555;106490;106545;1717672424.42;80625
WINFUT;22/12/2021;15:00:00;106590;106605;106510;106520;2071295369.65;97192
WINFUT;22/12/2021;14:55:00;106540;106630;106520;106590;2368978284.03;111140
WINFUT;22/12/2021;14:50:00;106540;106570;106490;106540;1937519988.68;90940
WINFUT;22/12/2021;14:45:00;106520;106595;106480;106540;3388289302.16;159028
WINFUT;22/12/2021;14:40:00;106490;106525;106425;106520;2185309606.33;102617
WINFUT;22/12/2021;14:35:00;106445;106505;106435;106490;1707676031.26;80190
WINFUT;22/12/2021;14:30:00;106455;106475;106410;106445;1646392842.34;77339
WINFUT;22/12/2021;14:25:00;106330;106545;106330;106455;4082828507.45;191750
WINFUT;22/12/2021;14:20:00;106375;106480;106330;106335;3125833711.30;146892
WINFUT;22/12/2021;14:15:00;106435;106440;106330;106370;1869737851.67;87883
WINFUT;22/12/2021;14:10:00;106450;106480;106360;106435;2703199079.98;127009
WINFUT;22/12/2021;14:05:00;106435;106480;106380;106445;2137713736.63;100425
WINFUT;22/12/2021;14:00:00;106365;106440;106300;106435;2480294904.70;116579
WINFUT;22/12/2021;13:55:00;106400;106415;106315;106360;1944306502.77;91403
WINFUT;22/12/2021;13:50:00;106445;106465;106325;106395;2333302593.53;109666
WINFUT;22/12/2021;13:45:00;106405;106450;106315;106440;3186652346.15;149772
WINFUT;22/12/2021;13:40:00;106240;106510;106215;106405;5590863005.77;262796
WINFUT;22/12/2021;13:35:00;106175;106260;106165;106235;2406278230.40;113274
WINFUT;22/12/2021;13:30:00;106200;106235;106125;106175;2269905179.40;106891
WINFUT;22/12/2021;13:25:00;106180;106235;106145;106200;1958933663.80;92239
WINFUT;22/12/2021;13:20:00;106190;106225;106105;106185;2472957727.39;116470
WINFUT;22/12/2021;13:15:00;106155;106220;106105;106190;2617777278.52;123282
WINFUT;22/12/2021;13:10:00;106035;106180;106005;106155;2250328521.17;106049
WINFUT;22/12/2021;13:05:00;106010;106085;105975;106030;2335232176.44;110128
WINFUT;22/12/2021;13:00:00;106015;106045;105955;106010;1669811118.60;78763
WINFUT;22/12/2021;12:55:00;106105;106125;105955;106020;3169056245.67;149431
WINFUT;22/12/2021;12:50:00;106045;106200;106005;106105;3533910116.06;166503
WINFUT;22/12/2021;12:45:00;105970;106060;105925;106045;2633280140.81;124212
WINFUT;22/12/2021;12:40:00;106125;106145;105935;105965;3228356875.56;152279
WINFUT;22/12/2021;12:35:00;106025;106165;105960;106130;3840786332.55;181035
WINFUT;22/12/2021;12:30:00;106045;106140;106020;106025;2915158524.87;137409
WINFUT;22/12/2021;12:25:00;106140;106180;106035;106045;3000360768.16;141361
WINFUT;22/12/2021;12:20:00;106035;106160;105985;106140;3109195206.73;146556
WINFUT;22/12/2021;12:15:00;105985;106145;105970;106035;5209112217.68;245581
WINFUT;22/12/2021;12:10:00;105850;106005;105845;105985;4228359663.29;199533
WINFUT;22/12/2021;12:05:00;105850;105910;105795;105850;2424954269.68;114547
WINFUT;22/12/2021;12:00:00;105760;105885;105725;105855;3635147333.57;171748
WINFUT;22/12/2021;11:55:00;105740;105805;105660;105755;3571990556.65;168903
WINFUT;22/12/2021;11:50:00;105805;105810;105645;105735;6279383582.58;296993
WINFUT;22/12/2021;11:45:00;106050;106100;105785;105805;6724939836.08;317350
WINFUT;22/12/2021;11:40:00;105920;106065;105855;106045;3814289634.16;179989
WINFUT;22/12/2021;11:35:00;105915;105970;105800;105925;3860071748.82;182273
WINFUT;22/12/2021;11:30:00;105870;105920;105735;105915;5804878171.45;274266
WINFUT;22/12/2021;11:25:00;105880;105925;105760;105870;4211561765.01;198951
WINFUT;22/12/2021;11:20:00;105915;106010;105850;105880;3866209504.89;182485
WINFUT;22/12/2021;11:15:00;105945;105965;105820;105915;4816964304.96;227436
WINFUT;22/12/2021;11:10:00;106210;106220;105905;105945;6983752490.77;329296
WINFUT;22/12/2021;11:05:00;106150;106295;106125;106205;3411872965.18;160597
WINFUT;22/12/2021;11:00:00;106235;106265;106135;106150;2715451823.88;127822
WINFUT;22/12/2021;10:55:00;106190;106280;106090;106240;5083171120.69;239338
WINFUT;22/12/2021;10:50:00;106165;106195;106095;106190;2401480373.28;113120
WINFUT;22/12/2021;10:45:00;106165;106240;106115;106160;3510090076.60;165296
WINFUT;22/12/2021;10:40:00;106350;106370;106085;106165;6475956410.39;304875
WINFUT;22/12/2021;10:35:00;106355;106425;106300;106350;3957319526.44;186016
WINFUT;22/12/2021;10:30:00;106615;106690;106290;106355;8391989222.90;393994
WINFUT;22/12/2021;10:25:00;106625;106720;106560;106615;4194899957.84;196702
WINFUT;22/12/2021;10:20:00;106955;106980;106565;106625;6787228909.13;317893
WINFUT;22/12/2021;10:15:00;106965;107070;106875;106955;5320870553.45;248700
WINFUT;22/12/2021;10:10:00;106825;107035;106785;106970;6449648524.11;301569
WINFUT;22/12/2021;10:05:00;106930;106975;106790;106830;5319013829.42;248809
WINFUT;22/12/2021;10:00:00;106675;106940;106635;106925;5814914268.74;272134
WINFUT;22/12/2021;09:55:00;106665;106715;106635;106670;1953000523.79;91547
WINFUT;22/12/2021;09:50:00;106760;106800;106650;106665;3600354157.08;168647
WINFUT;22/12/2021;09:45:00;106710;106770;106665;106760;1852950043.30;86820
WINFUT;22/12/2021;09:40:00;106670;106750;106615;106715;2711697017.97;127075
WINFUT;22/12/2021;09:35:00;106660;106700;106590;106670;2939915359.32;137833
WINFUT;22/12/2021;09:30:00;106775;106810;106635;106660;2385909227.13;111783
WINFUT;22/12/2021;09:25:00;106720;106825;106690;106780;2402611784.40;112506
WINFUT;22/12/2021;09:20:00;106735;106835;106700;106720;2943838884.36;137858
WINFUT;22/12/2021;09:15:00;106820;106850;106665;106735;3007151189.27;140856
WINFUT;22/12/2021;09:10:00;106755;106890;106625;106820;3669267333.01;171836
WINFUT;22/12/2021;09:05:00;106685;106835;106590;106760;3101331045.56;145300
WINFUT;22/12/2021;09:00:00;106550;106755;106550;106690;2725060053.00;127738
WINFUT;21/12/2021;18:20:00;106735;106740;106640;106640;713027647.55;33415
WINFUT;21/12/2021;18:15:00;106820;106855;106730;106735;828545105.25;38792
WINFUT;21/12/2021;18:10:00;106765;106855;106755;106815;1244616474.41;58258
WINFUT;21/12/2021;18:05:00;106795;106825;106750;106760;1026267294.18;48052
WINFUT;21/12/2021;18:00:00;106715;106800;106655;106800;1544006183.84;72335
WINFUT;21/12/2021;17:55:00;106755;106755;106710;106710;917665815.59;42987
WINFUT;21/12/2021;17:50:00;106730;106795;106715;106755;1703219763.22;79774
WINFUT;21/12/2021;17:45:00;106765;106780;106700;106730;1945366177.82;91131
WINFUT;21/12/2021;17:40:00;106805;106810;106735;106765;2285843379.84;107045
WINFUT;21/12/2021;17:35:00;106890;106920;106790;106800;1891898335.01;88525
WINFUT;21/12/2021;17:30:00;106870;106925;106860;106890;1269828413.76;59396
WINFUT;21/12/2021;17:25:00;106875;106900;106840;106865;1451142386.45;67894
WINFUT;21/12/2021;17:20:00;106940;106965;106860;106875;1774219182.26;82973
WINFUT;21/12/2021;17:15:00;106900;106950;106850;106940;1945837311.80;91018
WINFUT;21/12/2021;17:10:00;106920;106980;106880;106900;1764627027.12;82510
WINFUT;21/12/2021;17:05:00;106925;106960;106865;106915;1876132836.75;87740
WINFUT;21/12/2021;17:00:00;106860;107005;106825;106930;3722109139.09;174045
WINFUT;21/12/2021;16:55:00;106865;106935;106845;106865;2046574694.23;95741
WINFUT;21/12/2021;16:50:00;106905;106950;106840;106870;2701010381.95;126344
WINFUT;21/12/2021;16:45:00;106790;106950;106775;106900;3864848840.15;180831
WINFUT;21/12/2021;16:40:00;106710;106795;106710;106790;2321096645.31;108707
WINFUT;21/12/2021;16:35:00;106850;106860;106695;106705;2346979909.70;109907
WINFUT;21/12/2021;16:30:00;106835;106880;106775;106855;2504218885.99;117209
WINFUT;21/12/2021;16:25:00;106800;106850;106765;106830;1934158990.59;90535
WINFUT;21/12/2021;16:20:00;106790;106825;106735;106805;2393757180.39;112085
WINFUT;21/12/2021;16:15:00;106805;106860;106760;106790;2447856043.16;114594
WINFUT;21/12/2021;16:10:00;106835;106850;106770;106805;2092331853.90;97945
WINFUT;21/12/2021;16:05:00;106855;106875;106785;106835;2579715731.12;120747
WINFUT;21/12/2021;16:00:00;106855;106900;106830;106860;1946824308.74;91084
WINFUT;21/12/2021;15:55:00;106880;106890;106830;106860;2202232774.56;103043
WINFUT;21/12/2021;15:50:00;106950;106965;106855;106885;2810003365.50;131420
WINFUT;21/12/2021;15:45:00;107020;107025;106920;106945;2718643051.21;127081
WINFUT;21/12/2021;15:40:00;107055;107135;106990;107020;3804208043.23;177661
WINFUT;21/12/2021;15:35:00;106995;107080;106925;107055;3489746799.56;163067
WINFUT;21/12/2021;15:30:00;106935;107085;106925;106995;4650084637.71;217259
WINFUT;21/12/2021;15:25:00;106935;106990;106915;106930;2783636326.11;130126
WINFUT;21/12/2021;15:20:00;106805;106950;106795;106935;3547970688.36;165957
WINFUT;21/12/2021;15:15:00;106855;106895;106760;106805;2800259256.33;131063
WINFUT;21/12/2021;15:10:00;106785;106875;106745;106855;2483463734.66;116251
WINFUT;21/12/2021;15:05:00;106765;106840;106725;106785;2385098785.23;111685
WINFUT;21/12/2021;15:00:00;106750;106790;106665;106770;2960259092.79;138686
WINFUT;21/12/2021;14:55:00;106770;106815;106705;106750;2615873256.66;122515
WINFUT;21/12/2021;14:50:00;106700;106790;106680;106765;1731635272.56;81110
WINFUT;21/12/2021;14:45:00;106715;106785;106685;106700;2786052521.12;130514
WINFUT;21/12/2021;14:40:00;106720;106725;106590;106710;2778341481.03;130246
WINFUT;21/12/2021;14:35:00;106650;106740;106615;106725;2460959662.31;115345
WINFUT;21/12/2021;14:30:00;106750;106790;106560;106650;4703605826.47;220495
WINFUT;21/12/2021;14:25:00;106675;106780;106635;106750;3268815116.32;153184
WINFUT;21/12/2021;14:20:00;106730;106740;106660;106675;1841425969.21;86294
WINFUT;21/12/2021;14:15:00;106765;106800;106665;106730;3072988051.41;143970
WINFUT;21/12/2021;14:10:00;106755;106805;106720;106770;1968362024.05;92190
WINFUT;21/12/2021;14:05:00;106745;106840;106720;106750;2641336696.99;123689
WINFUT;21/12/2021;14:00:00;106815;106890;106730;106745;3186353091.03;149150
WINFUT;21/12/2021;13:55:00;106825;106850;106730;106815;2986248105.11;139826
WINFUT;21/12/2021;13:50:00;106875;106900;106795;106825;2269782597.47;106232
WINFUT;21/12/2021;13:45:00;106895;106945;106850;106880;2250420454.19;105262
WINFUT;21/12/2021;13:40:00;106845;106955;106830;106895;2778769092.99;129965
WINFUT;21/12/2021;13:35:00;106810;106945;106785;106845;3330972224.13;155836
WINFUT;21/12/2021;13:30:00;106765;106895;106755;106810;3168029521.74;148262
WINFUT;21/12/2021;13:25:00;106745;106775;106690;106765;1661293716.51;77823
WINFUT;21/12/2021;13:20:00;106740;106790;106705;106740;1807709411.67;84669
WINFUT;21/12/2021;13:15:00;106770;106840;106710;106735;3152817482.51;147644
WINFUT;21/12/2021;13:10:00;106790;106815;106665;106770;2933491397.28;137420
WINFUT;21/12/2021;13:05:00;106700;106810;106680;106790;2595546230.28;121577
WINFUT;21/12/2021;13:00:00;106520;106725;106470;106695;3784303326.86;177503
WINFUT;21/12/2021;12:55:00;106670;106680;106490;106520;3114279411.98;146115
WINFUT;21/12/2021;12:50:00;106700;106715;106605;106665;2678011265.52;125537
WINFUT;21/12/2021;12:45:00;106690;106765;106615;106705;2767424933.82;129677
WINFUT;21/12/2021;12:40:00;106650;106730;106595;106690;2576547892.99;120779
WINFUT;21/12/2021;12:35:00;106570;106675;106535;106655;3220165163.48;151035
WINFUT;21/12/2021;12:30:00;106620;106735;106560;106565;3622747830.47;169835
WINFUT;21/12/2021;12:25:00;106645;106670;106475;106615;5246435628.54;246121
WINFUT;21/12/2021;12:20:00;106745;106780;106640;106645;3732856929.13;174905
WINFUT;21/12/2021;12:15:00;106800;106925;106715;106750;4644691693.52;217383
WINFUT;21/12/2021;12:10:00;106735;106855;106735;106795;3022449622.53;141506
WINFUT;21/12/2021;12:05:00;106720;106815;106660;106735;3743110637.21;175343
WINFUT;21/12/2021;12:00:00;106485;106760;106485;106720;4717016235.64;221112
WINFUT;21/12/2021;11:55:00;106515;106565;106400;106485;3641890874.79;170997
WINFUT;21/12/2021;11:50:00;106440;106575;106335;106515;5798986361.65;272341
WINFUT;21/12/2021;11:45:00;106460;106555;106420;106440;4256039329.82;199830
WINFUT;21/12/2021;11:40:00;106665;106690;106360;106455;7909984804.90;371310
WINFUT;21/12/2021;11:35:00;106590;106810;106580;106660;6308292066.07;295593
WINFUT;21/12/2021;11:30:00;106550;106615;106350;106590;8240587792.81;386974
